intervention,label,population,L,proxy_size,frac,reference_size,n_items,decision_acc,n_decided,decision_acc_decided,mean_abs_delta_proxy,mean_abs_delta_ref,reference_prefers
scheme,language lists (A vs B),benchmark,15,175M,1.0,1.7B,178,0.4943820224719101,38,0.631578947368421,0.0269672078651685,0.0371736629213483,A
scheme,language lists (A vs B),benchmark,15,350M,1.0,1.7B,178,0.4943820224719101,38,0.4736842105263157,0.0256132752808988,0.0371736629213483,A
scheme,language lists (A vs B),benchmark,15,600M,1.0,1.7B,178,0.3932584269662921,38,0.3157894736842105,0.0272036348314606,0.0371736629213483,A
scheme,language lists (A vs B),benchmark,15,1B,1.0,1.7B,178,0.4662921348314606,38,0.3947368421052631,0.0355060730337078,0.0371736629213483,A
scheme,language lists (A vs B),bpb_macro,15,175M,0.1,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.1,1.7B,1,0.0,1,0.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.1,1.7B,1,0.0,1,0.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.1,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.1,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,0.2,1.7B,1,0.0,1,0.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.2,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.2,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.2,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.2,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,0.3,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.3,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.3,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.3,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.3,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,0.4,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.4,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.4,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.4,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.4,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,0.5,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.5,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.5,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.5,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.5,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,0.6,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.6,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.6,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.6,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.6,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,0.7,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.7,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.7,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.7,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.7,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,0.8,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.8,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.8,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.8,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.8,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,0.9,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,350M,0.9,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,600M,0.9,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1B,0.9,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,1.7B,0.9,1.7B,1,1.0,1,1.0,,,
scheme,language lists (A vs B),bpb_macro,15,175M,1.0,1.7B,1,1.0,1,1.0,0.103094,0.0221820000000001,A
scheme,language lists (A vs B),bpb_macro,15,350M,1.0,1.7B,1,1.0,1,1.0,0.0311159999999999,0.0221820000000001,A
scheme,language lists (A vs B),bpb_macro,15,600M,1.0,1.7B,1,1.0,1,1.0,0.013889,0.0221820000000001,A
scheme,language lists (A vs B),bpb_macro,15,1B,1.0,1.7B,1,1.0,1,1.0,0.0238629999999999,0.0221820000000001,A
scheme,language lists (A vs B),loss,15,175M,0.1,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,0.6,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,0.9,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,15,350M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,600M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1B,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,1.7B,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,15,175M,1.0,1.7B,1,1.0,0,,0.0041000000000002,0.0429999999999997,B
scheme,language lists (A vs B),loss,15,350M,1.0,1.7B,1,1.0,0,,0.0716999999999998,0.0429999999999997,B
scheme,language lists (A vs B),loss,15,600M,1.0,1.7B,1,1.0,0,,0.0769999999999999,0.0429999999999997,B
scheme,language lists (A vs B),loss,15,1B,1.0,1.7B,1,1.0,0,,0.0385999999999997,0.0429999999999997,B
scheme,language lists (A vs B),bpb_trained,30,175M,0.1,1.7B,26,0.0384615384615384,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.1,1.7B,26,0.9615384615384616,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.1,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.1,1.7B,26,0.5769230769230769,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.1,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,0.2,1.7B,26,0.9615384615384616,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.2,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.2,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.2,1.7B,26,0.7307692307692307,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.2,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,0.3,1.7B,26,0.0384615384615384,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.3,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.3,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.3,1.7B,26,0.6153846153846154,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.3,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,0.4,1.7B,26,0.0384615384615384,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.4,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.4,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.4,1.7B,26,0.5,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.4,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,0.5,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.5,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.5,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.5,1.7B,26,0.5,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.5,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,0.6,1.7B,26,0.0384615384615384,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.6,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.6,1.7B,26,0.7692307692307693,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.6,1.7B,26,0.5,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.6,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,0.7,1.7B,26,0.0384615384615384,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.7,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.7,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.7,1.7B,26,0.4230769230769231,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.7,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,0.8,1.7B,26,0.0384615384615384,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.8,1.7B,26,0.9230769230769232,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.8,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.8,1.7B,26,0.1538461538461538,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.8,1.7B,26,0.9615384615384616,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,0.9,1.7B,26,0.0384615384615384,0,,,,
scheme,language lists (A vs B),bpb_trained,30,350M,0.9,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,600M,0.9,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1B,0.9,1.7B,26,0.3076923076923077,0,,,,
scheme,language lists (A vs B),bpb_trained,30,1.7B,0.9,1.7B,26,1.0,0,,,,
scheme,language lists (A vs B),bpb_trained,30,175M,1.0,1.7B,26,0.0384615384615384,0,,0.0157841538461538,0.0025778461538461,B
scheme,language lists (A vs B),bpb_trained,30,350M,1.0,1.7B,26,1.0,0,,0.0033745384615384,0.0025778461538461,B
scheme,language lists (A vs B),bpb_trained,30,600M,1.0,1.7B,26,1.0,0,,0.0041318846153846,0.0025778461538461,B
scheme,language lists (A vs B),bpb_trained,30,1B,1.0,1.7B,26,0.3076923076923077,0,,0.001482423076923,0.0025778461538461,B
scheme,language lists (A vs B),benchmark,30,175M,0.1,1.7B,520,0.4846153846153846,95,0.5578947368421052,,,
scheme,language lists (A vs B),benchmark,30,350M,0.1,1.7B,520,0.473076923076923,95,0.4631578947368421,,,
scheme,language lists (A vs B),benchmark,30,600M,0.1,1.7B,520,0.4442307692307692,95,0.4,,,
scheme,language lists (A vs B),benchmark,30,1B,0.1,1.7B,520,0.4961538461538461,95,0.4,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.1,1.7B,520,0.4480769230769231,95,0.431578947368421,,,
scheme,language lists (A vs B),benchmark,30,175M,0.2,1.7B,520,0.4076923076923077,95,0.3894736842105263,,,
scheme,language lists (A vs B),benchmark,30,350M,0.2,1.7B,520,0.4653846153846154,95,0.5473684210526316,,,
scheme,language lists (A vs B),benchmark,30,600M,0.2,1.7B,520,0.5,95,0.5052631578947369,,,
scheme,language lists (A vs B),benchmark,30,1B,0.2,1.7B,520,0.4673076923076923,95,0.4631578947368421,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.2,1.7B,520,0.4480769230769231,95,0.4631578947368421,,,
scheme,language lists (A vs B),benchmark,30,175M,0.3,1.7B,520,0.4653846153846154,95,0.4210526315789473,,,
scheme,language lists (A vs B),benchmark,30,350M,0.3,1.7B,520,0.4884615384615384,95,0.5368421052631579,,,
scheme,language lists (A vs B),benchmark,30,600M,0.3,1.7B,520,0.4519230769230769,95,0.5263157894736842,,,
scheme,language lists (A vs B),benchmark,30,1B,0.3,1.7B,520,0.4903846153846153,95,0.4842105263157895,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.3,1.7B,520,0.4519230769230769,95,0.5368421052631579,,,
scheme,language lists (A vs B),benchmark,30,175M,0.4,1.7B,520,0.4596153846153846,95,0.4210526315789473,,,
scheme,language lists (A vs B),benchmark,30,350M,0.4,1.7B,520,0.4346153846153846,95,0.3789473684210526,,,
scheme,language lists (A vs B),benchmark,30,600M,0.4,1.7B,520,0.4326923076923077,95,0.4,,,
scheme,language lists (A vs B),benchmark,30,1B,0.4,1.7B,520,0.4211538461538461,95,0.3473684210526316,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.4,1.7B,520,0.5230769230769231,95,0.4947368421052631,,,
scheme,language lists (A vs B),benchmark,30,175M,0.5,1.7B,520,0.4557692307692307,95,0.4105263157894737,,,
scheme,language lists (A vs B),benchmark,30,350M,0.5,1.7B,520,0.4903846153846153,95,0.4947368421052631,,,
scheme,language lists (A vs B),benchmark,30,600M,0.5,1.7B,520,0.4673076923076923,95,0.4842105263157895,,,
scheme,language lists (A vs B),benchmark,30,1B,0.5,1.7B,520,0.4326923076923077,95,0.4210526315789473,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.5,1.7B,520,0.5192307692307693,95,0.4842105263157895,,,
scheme,language lists (A vs B),benchmark,30,175M,0.6,1.7B,520,0.4557692307692307,95,0.3894736842105263,,,
scheme,language lists (A vs B),benchmark,30,350M,0.6,1.7B,520,0.4711538461538461,95,0.4631578947368421,,,
scheme,language lists (A vs B),benchmark,30,600M,0.6,1.7B,520,0.4557692307692307,95,0.4736842105263157,,,
scheme,language lists (A vs B),benchmark,30,1B,0.6,1.7B,520,0.4942307692307692,95,0.5368421052631579,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.6,1.7B,520,0.5634615384615385,95,0.6736842105263158,,,
scheme,language lists (A vs B),benchmark,30,175M,0.7,1.7B,520,0.4538461538461538,95,0.4,,,
scheme,language lists (A vs B),benchmark,30,350M,0.7,1.7B,520,0.4942307692307692,95,0.5052631578947369,,,
scheme,language lists (A vs B),benchmark,30,600M,0.7,1.7B,520,0.4788461538461538,95,0.5157894736842106,,,
scheme,language lists (A vs B),benchmark,30,1B,0.7,1.7B,520,0.4538461538461538,95,0.4,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.7,1.7B,520,0.5480769230769231,95,0.5894736842105263,,,
scheme,language lists (A vs B),benchmark,30,175M,0.8,1.7B,520,0.4634615384615385,95,0.4526315789473684,,,
scheme,language lists (A vs B),benchmark,30,350M,0.8,1.7B,520,0.4826923076923077,95,0.4842105263157895,,,
scheme,language lists (A vs B),benchmark,30,600M,0.8,1.7B,520,0.4346153846153846,95,0.4421052631578947,,,
scheme,language lists (A vs B),benchmark,30,1B,0.8,1.7B,520,0.4461538461538462,95,0.4421052631578947,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.8,1.7B,520,0.575,95,0.6210526315789474,,,
scheme,language lists (A vs B),benchmark,30,175M,0.9,1.7B,520,0.4480769230769231,95,0.4,,,
scheme,language lists (A vs B),benchmark,30,350M,0.9,1.7B,520,0.4653846153846154,95,0.5578947368421052,,,
scheme,language lists (A vs B),benchmark,30,600M,0.9,1.7B,520,0.4615384615384615,95,0.3894736842105263,,,
scheme,language lists (A vs B),benchmark,30,1B,0.9,1.7B,520,0.4692307692307692,95,0.4526315789473684,,,
scheme,language lists (A vs B),benchmark,30,1.7B,0.9,1.7B,520,0.6884615384615385,95,0.9052631578947368,,,
scheme,language lists (A vs B),benchmark,30,175M,1.0,1.7B,520,0.4519230769230769,95,0.4421052631578947,0.0200848192307692,0.0271044961538461,A
scheme,language lists (A vs B),benchmark,30,350M,1.0,1.7B,520,0.4634615384615385,95,0.5157894736842106,0.0192273557692307,0.0271044961538461,A
scheme,language lists (A vs B),benchmark,30,600M,1.0,1.7B,520,0.4653846153846154,95,0.4105263157894737,0.0274109576923076,0.0271044961538461,A
scheme,language lists (A vs B),benchmark,30,1B,1.0,1.7B,520,0.425,95,0.3578947368421052,0.0228123096153846,0.0271044961538461,A
scheme,language lists (A vs B),bpb_macro,30,175M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,0.2,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.8,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,350M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,600M,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1B,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,1.7B,0.9,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),bpb_macro,30,175M,1.0,1.7B,1,1.0,0,,0.0525209999999998,0.016771,A
scheme,language lists (A vs B),bpb_macro,30,350M,1.0,1.7B,1,1.0,0,,0.010666,0.016771,A
scheme,language lists (A vs B),bpb_macro,30,600M,1.0,1.7B,1,1.0,0,,0.0183740000000001,0.016771,A
scheme,language lists (A vs B),bpb_macro,30,1B,1.0,1.7B,1,1.0,0,,0.016718,0.016771,A
scheme,language lists (A vs B),loss,30,175M,0.1,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,350M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,600M,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,1B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,1.7B,0.1,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,175M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,350M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,600M,0.2,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,1B,0.2,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,1.7B,0.2,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,175M,0.3,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,350M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,600M,0.3,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,1B,0.3,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,1.7B,0.3,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,175M,0.4,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,350M,0.4,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,600M,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,1B,0.4,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,1.7B,0.4,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,175M,0.5,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,350M,0.5,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,600M,0.5,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,1B,0.5,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,1.7B,0.5,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,175M,0.6,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,350M,0.6,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,600M,0.6,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,1B,0.6,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,1.7B,0.6,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,175M,0.7,1.7B,1,0.0,0,,,,
scheme,language lists (A vs B),loss,30,350M,0.7,1.7B,1,1.0,0,,,,
scheme,language lists (A vs B),loss,30,600M,0.7,1.7B,1,1.0,0,,,,
